pA;pB;strat1;strat6
0.36;0.5;0.4288888888888889;0.46
0.33999999999999997;0.48;0.3977777777777778;0.37
0.36;0.46;0.4;0.32
0.33999999999999997;0.48;0.40555555555555556;0.38
0.36;0.5;0.38555555555555554;0.33
0.38;0.48;0.3688888888888889;0.4
0.4;0.46;0.36444444444444446;0.38
0.38;0.44;0.39555555555555555;0.37
0.4;0.46;0.37222222222222223;0.33
0.42000000000000004;0.48;0.4166666666666667;0.37
0.44000000000000006;0.5;0.37555555555555553;0.44
0.4600000000000001;0.52;0.43333333333333335;0.35
0.48;0.54;0.41555555555555557;0.37
0.5;0.52;0.4266666666666667;0.4
0.52;0.5;0.4;0.33
0.54;0.52;0.4166666666666667;0.43
0.52;0.54;0.41444444444444445;0.48
0.5;0.56;0.4255555555555556;0.42
0.52;0.54;0.43777777777777777;0.47
0.5;0.52;0.45666666666666667;0.31
0.52;0.54;0.4411111111111111;0.37
0.5;0.56;0.4388888888888889;0.37
0.48;0.54;0.43;0.42
0.5;0.56;0.43;0.37
0.52;0.58;0.42;0.5
0.5;0.6;0.4288888888888889;0.41
0.48;0.58;0.3888888888888889;0.38
0.5;0.6;0.39555555555555555;0.34
0.52;0.58;0.39555555555555555;0.3
0.5;0.56;0.4033333333333333;0.4
0.48;0.54;0.39555555555555555;0.38
0.5;0.56;0.39555555555555555;0.42
0.48;0.54;0.4022222222222222;0.44
0.5;0.52;0.3977777777777778;0.32
0.52;0.54;0.4088888888888889;0.34
0.5;0.52;0.4122222222222222;0.35
0.48;0.54;0.4166666666666667;0.44
0.4600000000000001;0.56;0.41333333333333333;0.32
0.48;0.54;0.41333333333333333;0.43
0.4600000000000001;0.52;0.4066666666666667;0.38
0.44000000000000006;0.54;0.4088888888888889;0.36
0.42000000000000004;0.56;0.40444444444444444;0.43
0.4;0.54;0.37;0.35
0.42000000000000004;0.52;0.36666666666666664;0.33
0.44000000000000006;0.5;0.38555555555555554;0.39
0.4600000000000001;0.48;0.38666666666666666;0.36
0.44000000000000006;0.5;0.40444444444444444;0.37
0.42000000000000004;0.52;0.4066666666666667;0.4
0.4;0.5;0.4088888888888889;0.33
0.38;0.52;0.40555555555555556;0.39
0.4;0.54;0.37666666666666665;0.5
0.42000000000000004;0.56;0.36333333333333334;0.4
0.44000000000000006;0.58;0.3522222222222222;0.31
0.4600000000000001;0.6;0.33444444444444443;0.24
0.44000000000000006;0.58;0.32;0.31
0.4600000000000001;0.56;0.31555555555555553;0.39
0.48;0.58;0.32;0.41
0.5;0.56;0.31777777777777777;0.27
0.48;0.58;0.34444444444444444;0.26
0.4600000000000001;0.56;0.34444444444444444;0.31
0.48;0.54;0.35555555555555557;0.31
0.4600000000000001;0.52;0.35888888888888887;0.32
0.44000000000000006;0.5;0.3688888888888889;0.32
0.4600000000000001;0.52;0.37444444444444447;0.3
0.44000000000000006;0.5;0.36666666666666664;0.36
0.4600000000000001;0.48;0.3511111111111111;0.48
0.48;0.5;0.37222222222222223;0.27
0.5;0.52;0.38555555555555554;0.34
0.48;0.54;0.4;0.37
0.5;0.52;0.38;0.45
0.48;0.54;0.38;0.38
0.4600000000000001;0.56;0.4033333333333333;0.33
0.48;0.58;0.37444444444444447;0.34
0.5;0.56;0.3811111111111111;0.4
0.52;0.58;0.36777777777777776;0.35
0.5;0.56;0.3788888888888889;0.31
0.52;0.54;0.36777777777777776;0.37
0.54;0.52;0.3844444444444444;0.39
0.52;0.54;0.3933333333333333;0.34
0.54;0.56;0.3988888888888889;0.48
0.52;0.54;0.4033333333333333;0.48
0.5;0.52;0.4177777777777778;0.37
0.48;0.5;0.4166666666666667;0.46
0.5;0.52;0.4077777777777778;0.41
0.48;0.5;0.3988888888888889;0.31
0.5;0.52;0.43444444444444447;0.29
