pA;pB;strat1;strat2
0.58;0.5;0.64;0.31066666666666665
0.56;0.48;0.652;0.352
0.54;0.46;0.64;0.41733333333333333
0.52;0.44;0.636;0.436
0.5;0.46;0.592;0.48533333333333334
0.48;0.48;0.624;0.5213333333333333
0.5;0.46;0.596;0.568
0.48;0.48;0.628;0.6413333333333333
0.46;0.46;0.6;0.72
0.48;0.48;0.58;0.7266666666666667
0.46;0.46;0.552;0.7866666666666666
0.48;0.48;0.588;0.8026666666666666
0.5;0.46;0.516;0.816
0.48;0.48;0.556;0.8493333333333334
0.46;0.46;0.54;0.8746666666666667
0.48;0.44;0.552;0.88
0.46;0.46;0.54;0.88
0.48;0.44;0.504;0.8906666666666667
0.46;0.42;0.528;0.8826666666666667
0.48;0.4;0.528;0.8906666666666667
0.46;0.42;0.516;0.8933333333333333
0.44;0.4;0.448;0.9
0.46;0.42;0.488;0.884
0.44;0.44;0.464;0.8786666666666667
0.42;0.46;0.476;0.8773333333333333
0.4;0.48;0.476;0.8906666666666667
0.38;0.5;0.468;0.8893333333333333
0.36;0.48;0.444;0.9
0.38;0.5;0.468;0.8866666666666667
0.36;0.52;0.42;0.896
0.38;0.5;0.412;0.8626666666666667
0.36;0.48;0.364;0.8586666666666667
0.38;0.5;0.396;0.8093333333333333
0.36;0.52;0.324;0.8026666666666666
0.38;0.54;0.348;0.7653333333333333
0.36;0.52;0.316;0.732
0.38;0.5;0.34;0.6813333333333333
0.36;0.48;0.308;0.6426666666666667
0.38;0.5;0.348;0.6026666666666667
0.36;0.52;0.332;0.5346666666666666
0.38;0.5;0.344;0.496
0.4;0.52;0.324;0.41733333333333333
0.38;0.5;0.38;0.3426666666666667
0.4;0.52;0.324;0.29733333333333334
0.42;0.54;0.352;0.23066666666666666
0.44;0.56;0.316;0.16533333333333333
0.46;0.58;0.32;0.104
0.44;0.6;0.32;0.05466666666666667
0.42;0.58;0.32;0.04
0.4;0.56;0.332;0.032
0.42;0.54;0.32;0.034666666666666665
0.44;0.52;0.34;0.034666666666666665
0.42;0.5;0.336;0.030666666666666665
0.4;0.52;0.344;0.030666666666666665
0.42;0.5;0.336;0.030666666666666665
0.4;0.48;0.356;0.04
0.42;0.46;0.34;0.04533333333333334
0.44;0.48;0.356;0.050666666666666665
0.46;0.5;0.364;0.05466666666666667
0.44;0.52;0.376;0.04533333333333334
0.46;0.54;0.4;0.04533333333333334
0.48;0.52;0.38;0.028
0.5;0.5;0.42;0.04133333333333333
0.52;0.52;0.392;0.030666666666666665
0.54;0.5;0.428;0.06133333333333333
0.52;0.52;0.424;0.06666666666666667
0.5;0.54;0.444;0.04666666666666667
0.52;0.52;0.464;0.06533333333333333
0.5;0.5;0.436;0.072
0.52;0.52;0.464;0.06533333333333333
0.5;0.5;0.468;0.08266666666666667
0.52;0.52;0.428;0.068
0.54;0.5;0.484;0.06266666666666666
0.56;0.48;0.472;0.06266666666666666
0.54;0.5;0.504;0.08933333333333333
0.56;0.52;0.508;0.09333333333333334
0.54;0.54;0.536;0.10133333333333333
0.56;0.56;0.512;0.10133333333333333
0.54;0.54;0.528;0.096
0.52;0.56;0.508;0.10933333333333334
0.54;0.54;0.476;0.132
0.56;0.52;0.444;0.11733333333333333
0.54;0.5;0.488;0.11066666666666666
0.56;0.52;0.472;0.10933333333333334
0.58;0.5;0.44;0.09066666666666667
0.56;0.52;0.5;0.08
0.54;0.54;0.508;0.10533333333333333
0.56;0.56;0.476;0.10666666666666667
0.54;0.54;0.496;0.12
0.56;0.56;0.508;0.13466666666666666
0.58;0.54;0.476;0.14933333333333335
0.56;0.52;0.516;0.12666666666666668
0.58;0.5;0.532;0.12266666666666666
0.56;0.52;0.524;0.13066666666666665
0.58;0.5;0.532;0.13866666666666666
0.6;0.48;0.568;0.144
0.58;0.46;0.58;0.156
0.56;0.48;0.596;0.16666666666666666
0.58;0.5;0.592;0.18666666666666668
0.6;0.48;0.6;0.204
0.58;0.46;0.664;0.21866666666666668
0.56;0.48;0.632;0.25733333333333336
0.54;0.46;0.66;0.2986666666666667
0.52;0.48;0.608;0.3426666666666667
