pA;pB;strat1;strat6
0.48;0.6;0.36;0.34
0.5;0.58;0.3511111111111111;0.35
0.52;0.6;0.34444444444444444;0.32
0.54;0.58;0.34;0.43
0.56;0.56;0.35;0.38
0.58;0.58;0.3511111111111111;0.32
0.6;0.56;0.37222222222222223;0.3
0.58;0.54;0.38222222222222224;0.3
0.56;0.52;0.39444444444444443;0.34
0.58;0.5;0.4;0.46
0.56;0.52;0.4211111111111111;0.43
0.54;0.5;0.4177777777777778;0.38
0.56;0.48;0.4388888888888889;0.39
0.58;0.46;0.46111111111111114;0.41
0.56;0.48;0.49;0.48
0.54;0.46;0.4911111111111111;0.49
0.52;0.48;0.5111111111111111;0.5
0.54;0.46;0.5177777777777778;0.6
0.52;0.48;0.5177777777777778;0.46
0.5;0.5;0.5277777777777778;0.52
0.48;0.48;0.5111111111111111;0.57
0.46;0.46;0.5322222222222223;0.45
0.48;0.44;0.5155555555555555;0.56
0.46;0.46;0.5233333333333333;0.42
0.44;0.44;0.5244444444444445;0.49
0.42;0.46;0.5288888888888889;0.5
0.44;0.48;0.5155555555555555;0.52
0.42;0.46;0.5055555555555555;0.56
0.4;0.44;0.5166666666666667;0.47
0.38;0.46;0.4822222222222222;0.5
0.36;0.48;0.46111111111111114;0.47
0.38;0.46;0.43666666666666665;0.47
0.4;0.48;0.45222222222222225;0.42
0.42;0.5;0.41555555555555557;0.49
0.44;0.52;0.4177777777777778;0.38
0.46;0.5;0.42444444444444446;0.37
0.48;0.52;0.43444444444444447;0.46
0.5;0.54;0.4266666666666667;0.4
0.52;0.56;0.4444444444444444;0.47
0.5;0.58;0.42444444444444446;0.43
0.48;0.6;0.41888888888888887;0.42
0.46;0.58;0.4011111111111111;0.31
0.48;0.56;0.3888888888888889;0.4
0.5;0.54;0.3988888888888889;0.42
0.52;0.56;0.39444444444444443;0.37
0.5;0.58;0.3877777777777778;0.32
0.52;0.56;0.37777777777777777;0.3
0.54;0.54;0.37555555555555553;0.27
0.52;0.52;0.38555555555555554;0.38
0.5;0.54;0.3888888888888889;0.38
0.52;0.52;0.3933333333333333;0.36
0.54;0.5;0.38;0.36
0.56;0.52;0.4033333333333333;0.45
0.54;0.5;0.40444444444444444;0.35
0.56;0.48;0.4633333333333333;0.3
0.54;0.5;0.4688888888888889;0.47
0.56;0.48;0.48333333333333334;0.51
0.54;0.46;0.51;0.43
0.56;0.44;0.5311111111111111;0.54
0.54;0.46;0.5577777777777778;0.52
0.56;0.44;0.55;0.65
0.54;0.46;0.55;0.56
0.52;0.48;0.57;0.52
