pA;pB;strat1;strat6
0.52;0.52;0.5477777777777778;0.57
0.5;0.5;0.5533333333333333;0.62
0.48;0.48;0.5577777777777778;0.61
0.5;0.5;0.5488888888888889;0.52
0.52;0.52;0.5555555555555556;0.56
0.54;0.54;0.5322222222222223;0.57
0.56;0.52;0.5311111111111111;0.51
0.58;0.54;0.5211111111111111;0.54
0.6;0.56;0.5422222222222223;0.52
0.62;0.58;0.5477777777777778;0.47
0.6;0.56;0.5555555555555556;0.56
0.58;0.54;0.5422222222222223;0.62
0.56;0.56;0.5588888888888889;0.67
0.58;0.58;0.5633333333333334;0.61
0.56;0.56;0.5611111111111111;0.63
0.54;0.58;0.5611111111111111;0.67
0.56;0.56;0.5411111111111111;0.59
0.54;0.54;0.5555555555555556;0.58
0.56;0.52;0.5366666666666666;0.59
0.54;0.54;0.5488888888888889;0.52
0.52;0.52;0.5477777777777778;0.56
0.54;0.5;0.5555555555555556;0.55
0.56;0.48;0.5444444444444444;0.57
0.54;0.46;0.5522222222222222;0.5
0.52;0.44;0.5633333333333334;0.57
0.5;0.42;0.5577777777777778;0.61
0.52;0.4;0.5722222222222222;0.63
0.54;0.42;0.5833333333333334;0.65
0.56;0.4;0.58;0.6
0.58;0.42;0.5855555555555556;0.6
0.6;0.44;0.6211111111111111;0.57
0.62;0.46;0.6311111111111111;0.6
0.6;0.48;0.6566666666666666;0.57
0.58;0.46;0.6955555555555556;0.68
0.6;0.48;0.6811111111111111;0.69
0.58;0.5;0.6944444444444444;0.81
0.6;0.52;0.6888888888888889;0.75
0.58;0.5;0.6977777777777778;0.69
0.56;0.52;0.6833333333333333;0.62
0.58;0.5;0.6711111111111111;0.73
0.56;0.52;0.6722222222222223;0.72
0.54;0.54;0.6711111111111111;0.67
0.52;0.56;0.6522222222222223;0.72
0.54;0.54;0.6388888888888888;0.65
0.52;0.56;0.6422222222222222;0.7
0.5;0.58;0.6211111111111111;0.68
0.48;0.56;0.5855555555555556;0.69
0.46;0.54;0.5733333333333334;0.65
0.48;0.52;0.5466666666666666;0.62
0.5;0.5;0.5655555555555556;0.63
0.48;0.52;0.5433333333333333;0.62
0.46;0.5;0.54;0.64
0.48;0.52;0.5255555555555556;0.56
0.5;0.5;0.51;0.67
0.52;0.48;0.5011111111111111;0.6
0.5;0.5;0.4855555555555556;0.58
0.48;0.48;0.4911111111111111;0.52
0.46;0.5;0.4988888888888889;0.49
0.44;0.48;0.5055555555555555;0.54
0.46;0.5;0.49777777777777776;0.43
0.44;0.48;0.49;0.48
0.42;0.46;0.47333333333333333;0.5
0.4;0.44;0.4577777777777778;0.49
0.42;0.46;0.4533333333333333;0.45
0.4;0.48;0.47;0.48
0.42;0.46;0.43777777777777777;0.52
0.4;0.48;0.43;0.46
0.38;0.46;0.4;0.39
0.4;0.44;0.44555555555555554;0.41
0.38;0.42;0.4088888888888889;0.47
0.36;0.4;0.44;0.34
0.38;0.38;0.42333333333333334;0.41
0.4;0.4;0.46444444444444444;0.37
0.42;0.38;0.43777777777777777;0.47
0.44;0.36;0.4855555555555556;0.39
0.42;0.38;0.47888888888888886;0.43
0.44;0.36;0.5433333333333333;0.45
0.42;0.34;0.5433333333333333;0.6
0.4;0.36;0.5777777777777777;0.52
0.42;0.34;0.5677777777777778;0.55
0.44;0.36;0.5688888888888889;0.51
0.46;0.38;0.5777777777777777;0.59
0.44;0.4;0.5944444444444444;0.51
0.42;0.38;0.56;0.64
0.44;0.4;0.5544444444444444;0.6
0.42;0.42;0.5466666666666666;0.54
0.44;0.44;0.5622222222222222;0.58
0.46;0.42;0.5522222222222222;0.6
0.44;0.44;0.5766666666666667;0.53
0.46;0.42;0.5477777777777778;0.44
0.44;0.44;0.5555555555555556;0.57
0.46;0.42;0.5333333333333333;0.56
0.48;0.4;0.53;0.56
0.5;0.42;0.5355555555555556;0.64
0.52;0.44;0.5622222222222222;0.56
0.5;0.46;0.5588888888888889;0.52
0.52;0.48;0.5711111111111111;0.58
0.5;0.46;0.5677777777777778;0.62
0.48;0.44;0.5633333333333334;0.53
0.5;0.42;0.58;0.57
0.48;0.4;0.5855555555555556;0.68
0.46;0.42;0.6044444444444445;0.62
0.44;0.44;0.5811111111111111;0.62
0.46;0.42;0.61;0.67
0.44;0.44;0.57;0.61
0.46;0.46;0.5622222222222222;0.54
0.48;0.48;0.5655555555555556;0.56
0.5;0.5;0.5733333333333334;0.5
0.52;0.52;0.5711111111111111;0.57
0.54;0.5;0.5533333333333333;0.61
0.56;0.48;0.5644444444444444;0.64
0.54;0.5;0.5444444444444444;0.6
0.52;0.48;0.5644444444444444;0.67
0.5;0.5;0.5788888888888889;0.58
0.52;0.48;0.5555555555555556;0.58
0.54;0.46;0.5911111111111111;0.61
0.56;0.48;0.5688888888888889;0.66
0.54;0.46;0.5911111111111111;0.64
0.56;0.44;0.5755555555555556;0.6
0.58;0.46;0.5911111111111111;0.54
0.6;0.44;0.6122222222222222;0.59
0.58;0.46;0.6144444444444445;0.63
0.56;0.44;0.6277777777777778;0.67
0.58;0.46;0.61;0.7
0.6;0.48;0.6366666666666667;0.63
0.62;0.46;0.6522222222222223;0.7
0.6;0.48;0.6855555555555556;0.72
0.58;0.5;0.6655555555555556;0.7
0.56;0.48;0.6655555555555556;0.71
0.58;0.5;0.6744444444444444;0.66
0.56;0.48;0.6777777777777778;0.71
0.58;0.5;0.6822222222222222;0.73
0.6;0.48;0.6811111111111111;0.78
0.62;0.5;0.6822222222222222;0.68
0.64;0.52;0.6977777777777778;0.69
0.66;0.5;0.7033333333333334;0.68
0.64;0.48;0.7033333333333334;0.67
0.62;0.46;0.7066666666666667;0.68
0.6;0.48;0.7222222222222222;0.8
0.62;0.46;0.7233333333333334;0.74
0.6;0.44;0.7244444444444444;0.8
0.58;0.42;0.7277777777777777;0.77
0.56;0.44;0.73;0.8
0.54;0.42;0.72;0.8
0.52;0.44;0.7211111111111111;0.74
0.54;0.46;0.7155555555555555;0.73
0.52;0.48;0.6933333333333334;0.8
0.5;0.46;0.69;0.73
0.48;0.48;0.6733333333333333;0.74
0.5;0.46;0.6477777777777778;0.75
0.52;0.48;0.6488888888888888;0.79
0.5;0.5;0.6266666666666667;0.74
0.52;0.48;0.62;0.67
0.5;0.46;0.6211111111111111;0.65
0.48;0.48;0.6122222222222222;0.65
0.5;0.5;0.5977777777777777;0.65
0.52;0.48;0.5988888888888889;0.65
0.5;0.5;0.5822222222222222;0.62
0.48;0.52;0.5911111111111111;0.61
0.5;0.54;0.5555555555555556;0.65
0.52;0.52;0.5588888888888889;0.6
