pA;pB;strat1;strat6
0.38;0.5;0.4388888888888889;0.29
0.36;0.52;0.41444444444444445;0.32
0.38;0.5;0.4077777777777778;0.35
0.4;0.52;0.37555555555555553;0.41
0.42;0.54;0.35888888888888887;0.32
0.4;0.56;0.36444444444444446;0.23
0.42;0.58;0.35888888888888887;0.23
0.4;0.56;0.3622222222222222;0.32
0.42;0.54;0.35777777777777775;0.35
0.4;0.56;0.33666666666666667;0.27
0.42;0.54;0.30333333333333334;0.25
0.4;0.56;0.33;0.28
0.42;0.58;0.31;0.27
0.44;0.6;0.3055555555555556;0.26
0.46;0.62;0.2788888888888889;0.19
0.44;0.6;0.29;0.23
0.46;0.58;0.27;0.15
0.44;0.6;0.28;0.21
0.46;0.58;0.27555555555555555;0.22
0.48;0.6;0.2822222222222222;0.23
0.46;0.58;0.31;0.2
0.44;0.56;0.29333333333333333;0.21
0.42;0.58;0.29333333333333333;0.18
0.44;0.56;0.2811111111111111;0.23
0.42;0.58;0.2811111111111111;0.21
0.44;0.6;0.30444444444444446;0.22
0.46;0.58;0.28444444444444444;0.21
0.44;0.56;0.2733333333333333;0.22
0.46;0.54;0.25666666666666665;0.23
0.44;0.52;0.27444444444444444;0.24
0.42;0.5;0.27111111111111114;0.23
0.44;0.48;0.2822222222222222;0.25
0.46;0.5;0.30333333333333334;0.23
0.48;0.48;0.33111111111111113;0.29
0.5;0.5;0.3566666666666667;0.37
0.52;0.48;0.36444444444444446;0.45
0.54;0.46;0.38333333333333336;0.29
0.52;0.44;0.3933333333333333;0.38
0.5;0.46;0.4311111111111111;0.36
0.48;0.44;0.43;0.41
0.46;0.46;0.47333333333333333;0.37
0.44;0.48;0.46555555555555556;0.43
0.42;0.46;0.47;0.51
0.4;0.44;0.43666666666666665;0.3
0.42;0.42;0.4777777777777778;0.45
0.44;0.4;0.4822222222222222;0.39
0.46;0.38;0.5033333333333333;0.39
0.44;0.36;0.5011111111111111;0.45
0.42;0.38;0.52;0.43
0.44;0.4;0.5222222222222223;0.56
0.42;0.42;0.5377777777777778;0.59
0.4;0.4;0.5233333333333333;0.56
0.42;0.38;0.5377777777777778;0.57
0.4;0.4;0.5288888888888889;0.61
0.42;0.38;0.5466666666666666;0.55
0.44;0.36;0.5322222222222223;0.54
0.46;0.38;0.5588888888888889;0.61
0.48;0.36;0.5666666666666667;0.62
0.46;0.34;0.5977777777777777;0.54
0.48;0.36;0.5977777777777777;0.65
0.46;0.38;0.6188888888888889;0.67
0.48;0.36;0.6044444444444445;0.58
0.5;0.34;0.6211111111111111;0.62
0.52;0.32;0.6255555555555555;0.57
0.5;0.3;0.64;0.62
0.48;0.32;0.66;0.68
0.5;0.3;0.6733333333333333;0.73
0.52;0.32;0.6711111111111111;0.69
0.5;0.3;0.6911111111111111;0.63
0.48;0.32;0.6811111111111111;0.65
0.46;0.34;0.6833333333333333;0.77
0.44;0.36;0.6755555555555556;0.71
0.42;0.38;0.6611111111111111;0.58
0.44;0.4;0.6211111111111111;0.71
0.46;0.42;0.6033333333333334;0.64
0.44;0.4;0.6177777777777778;0.64
0.42;0.42;0.5711111111111111;0.62
0.44;0.4;0.5688888888888889;0.59
0.46;0.42;0.55;0.57
0.48;0.44;0.5377777777777778;0.57
0.5;0.46;0.5433333333333333;0.53
0.48;0.48;0.5466666666666666;0.6
0.46;0.46;0.5355555555555556;0.51
0.44;0.44;0.5344444444444445;0.58
0.46;0.46;0.5255555555555556;0.63
0.48;0.48;0.51;0.54
0.5;0.46;0.51;0.64
0.48;0.44;0.5422222222222223;0.62
0.46;0.42;0.5344444444444445;0.63
0.48;0.44;0.5522222222222222;0.56
0.5;0.46;0.5366666666666666;0.61
0.48;0.44;0.5444444444444444;0.57
0.5;0.46;0.5255555555555556;0.58
0.48;0.44;0.5433333333333333;0.5
0.46;0.46;0.5566666666666666;0.48
0.44;0.44;0.57;0.58
0.42;0.42;0.5644444444444444;0.63
0.44;0.44;0.5466666666666666;0.52
0.46;0.42;0.5411111111111111;0.49
0.48;0.44;0.5455555555555556;0.52
0.5;0.42;0.5477777777777778;0.48
0.48;0.44;0.5444444444444444;0.52
0.5;0.46;0.5611111111111111;0.55
0.52;0.48;0.5588888888888889;0.6
0.54;0.46;0.5733333333333334;0.61
0.52;0.44;0.5544444444444444;0.54
0.54;0.46;0.5844444444444444;0.54
0.56;0.44;0.5811111111111111;0.53
0.54;0.42;0.5888888888888889;0.55
0.52;0.4;0.6055555555555555;0.67
0.54;0.42;0.6177777777777778;0.64
0.56;0.4;0.63;0.64
0.54;0.42;0.6455555555555555;0.72
0.52;0.44;0.6411111111111111;0.73
0.5;0.42;0.6322222222222222;0.65
0.48;0.44;0.6533333333333333;0.68
0.5;0.46;0.6211111111111111;0.69
0.52;0.48;0.6288888888888889;0.68
0.54;0.5;0.6355555555555555;0.66
0.56;0.48;0.6244444444444445;0.72
0.54;0.5;0.6255555555555555;0.77
0.56;0.52;0.6277777777777778;0.66
0.58;0.54;0.6377777777777778;0.68
0.56;0.56;0.6211111111111111;0.76
0.58;0.54;0.6044444444444445;0.71
0.56;0.52;0.5944444444444444;0.62
0.58;0.5;0.5844444444444444;0.61
0.56;0.48;0.5888888888888889;0.62
0.54;0.46;0.5833333333333334;0.74
0.52;0.44;0.6133333333333333;0.62
0.54;0.46;0.6144444444444445;0.7
0.56;0.48;0.6233333333333333;0.67
0.54;0.46;0.6122222222222222;0.61
0.56;0.48;0.6255555555555555;0.63
0.58;0.5;0.63;0.54
0.56;0.52;0.6244444444444445;0.63
0.58;0.54;0.6344444444444445;0.69
0.56;0.52;0.6333333333333333;0.62
0.54;0.5;0.6044444444444445;0.58
0.52;0.48;0.6344444444444445;0.57
0.5;0.5;0.62;0.61
0.48;0.48;0.6177777777777778;0.66
0.5;0.46;0.5911111111111111;0.61
0.52;0.48;0.5988888888888889;0.61
0.5;0.5;0.6044444444444445;0.58
0.52;0.52;0.5922222222222222;0.6
0.5;0.54;0.5755555555555556;0.57
0.52;0.52;0.5544444444444444;0.56
0.5;0.5;0.5511111111111111;0.57
0.52;0.52;0.5333333333333333;0.56
0.5;0.5;0.5277777777777778;0.47
0.52;0.48;0.53;0.56
0.5;0.46;0.5255555555555556;0.52
0.48;0.44;0.5433333333333333;0.53
0.5;0.46;0.5088888888888888;0.47
0.52;0.48;0.5433333333333333;0.58
0.54;0.46;0.5344444444444445;0.58
0.52;0.44;0.5522222222222222;0.58
0.5;0.42;0.5511111111111111;0.53
0.52;0.4;0.5744444444444444;0.53
0.54;0.42;0.58;0.63
0.52;0.44;0.5988888888888889;0.59
0.5;0.46;0.5977777777777777;0.49
0.52;0.44;0.62;0.66
0.5;0.46;0.6044444444444445;0.67
0.48;0.44;0.6011111111111112;0.64
0.5;0.46;0.5822222222222222;0.66
0.52;0.44;0.5877777777777777;0.59
0.54;0.42;0.5844444444444444;0.62
0.52;0.44;0.6311111111111111;0.58
0.54;0.42;0.6144444444444445;0.62
0.56;0.4;0.61;0.64
