pA;pB;strat1;strat6
0.6;0.56;0.83;0.9
0.62;0.58;0.8388888888888889;0.91
0.64;0.6;0.8255555555555556;0.89
0.62;0.62;0.7977777777777778;0.9
0.64;0.64;0.7833333333333333;0.79
0.62;0.66;0.78;0.85
0.6;0.64;0.78;0.81
0.58;0.62;0.7544444444444445;0.87
0.56;0.6;0.7511111111111111;0.85
0.54;0.58;0.7433333333333333;0.85
0.52;0.56;0.7277777777777777;0.86
0.54;0.58;0.7177777777777777;0.86
0.56;0.56;0.7033333333333334;0.78
0.58;0.58;0.6866666666666666;0.73
0.6;0.56;0.6722222222222223;0.78
0.58;0.58;0.67;0.68
0.6;0.56;0.6688888888888889;0.79
0.62;0.54;0.6544444444444445;0.79
0.6;0.52;0.6511111111111111;0.69
0.58;0.5;0.6522222222222223;0.73
0.6;0.52;0.6577777777777778;0.78
0.58;0.54;0.6566666666666666;0.69
0.56;0.52;0.6622222222222223;0.71
0.54;0.54;0.6577777777777778;0.77
0.56;0.52;0.64;0.71
0.54;0.5;0.64;0.7
0.56;0.48;0.6288888888888889;0.67
0.58;0.46;0.6411111111111111;0.65
0.56;0.44;0.6466666666666666;0.73
0.58;0.42;0.6444444444444445;0.75
0.56;0.44;0.6633333333333333;0.71
0.54;0.42;0.6688888888888889;0.69
0.56;0.44;0.6788888888888889;0.74
0.54;0.46;0.66;0.77
0.52;0.44;0.6733333333333333;0.76
0.54;0.42;0.6777777777777778;0.73
0.56;0.4;0.6811111111111111;0.65
0.58;0.38;0.6888888888888889;0.69
0.56;0.4;0.6855555555555556;0.71
0.54;0.42;0.7033333333333334;0.73
0.56;0.44;0.7011111111111111;0.8
0.54;0.46;0.6977777777777778;0.68
0.56;0.48;0.6733333333333333;0.79
0.54;0.5;0.6844444444444444;0.72
0.56;0.52;0.6633333333333333;0.66
0.58;0.54;0.6722222222222223;0.64
0.56;0.52;0.6522222222222223;0.69
0.54;0.54;0.6511111111111111;0.73
0.56;0.56;0.6422222222222222;0.73
0.58;0.54;0.6122222222222222;0.77
0.6;0.52;0.6166666666666667;0.65
0.62;0.54;0.6122222222222222;0.72
0.6;0.52;0.6366666666666667;0.68
0.58;0.5;0.6366666666666667;0.64
0.56;0.52;0.6222222222222222;0.67
0.58;0.5;0.6255555555555555;0.64
0.56;0.48;0.6355555555555555;0.67
0.54;0.5;0.6344444444444445;0.67
0.56;0.48;0.6255555555555555;0.71
0.58;0.5;0.6311111111111111;0.61
0.56;0.48;0.6233333333333333;0.68
0.58;0.5;0.64;0.68
0.6;0.48;0.6322222222222222;0.68
0.58;0.46;0.6433333333333333;0.67
0.56;0.48;0.6477777777777778;0.72
0.54;0.46;0.6666666666666666;0.58
0.52;0.44;0.6411111111111111;0.61
0.5;0.46;0.66;0.67
0.52;0.48;0.64;0.66
0.5;0.46;0.6477777777777778;0.64
0.48;0.44;0.62;0.7
0.5;0.46;0.6222222222222222;0.72
0.52;0.44;0.6122222222222222;0.64
0.5;0.42;0.5966666666666667;0.68
0.48;0.44;0.6155555555555555;0.57
0.46;0.42;0.58;0.61
0.44;0.4;0.6211111111111111;0.6
0.42;0.38;0.5877777777777777;0.68
0.44;0.4;0.5911111111111111;0.55
0.46;0.38;0.5877777777777777;0.65
0.44;0.4;0.5966666666666667;0.64
0.46;0.42;0.5744444444444444;0.63
0.44;0.44;0.5677777777777778;0.55
0.42;0.42;0.5588888888888889;0.55
0.44;0.4;0.5466666666666666;0.48
0.46;0.38;0.5555555555555556;0.55
0.48;0.4;0.55;0.56
0.46;0.42;0.5744444444444444;0.53
0.48;0.44;0.5788888888888889;0.48
0.46;0.46;0.5677777777777778;0.66
0.48;0.48;0.5311111111111111;0.56
