pA;pB;strat1;strat6
0.5;0.38;0.65;0.68
0.48;0.4;0.6444444444444445;0.73
0.5;0.38;0.6588888888888889;0.68
0.52;0.36;0.6344444444444445;0.72
0.5;0.34;0.6611111111111111;0.62
0.52;0.36;0.6722222222222223;0.65
0.54;0.34;0.6644444444444444;0.69
0.52;0.32;0.7155555555555555;0.7
0.54;0.3;0.7055555555555556;0.73
0.52;0.32;0.7055555555555556;0.79
0.5;0.34;0.7411111111111112;0.74
0.48;0.36;0.7088888888888889;0.8
0.5;0.38;0.7211111111111111;0.83
0.52;0.36;0.6866666666666666;0.79
0.5;0.38;0.6966666666666667;0.64
0.52;0.36;0.6988888888888889;0.65
0.5;0.38;0.6977777777777778;0.77
0.52;0.36;0.6966666666666667;0.71
0.54;0.34;0.69;0.77
0.52;0.32;0.6933333333333334;0.72
0.54;0.34;0.7044444444444444;0.75
0.56;0.36;0.7411111111111112;0.78
0.54;0.34;0.7477777777777778;0.75
0.56;0.36;0.7622222222222222;0.77
0.58;0.34;0.7566666666666667;0.8
0.56;0.36;0.7677777777777778;0.83
0.58;0.38;0.7588888888888888;0.81
0.56;0.36;0.7566666666666667;0.81
0.58;0.38;0.77;0.81
0.56;0.4;0.7644444444444445;0.79
0.58;0.38;0.7488888888888889;0.92
0.6;0.4;0.7388888888888889;0.8
0.58;0.42;0.7566666666666667;0.83
0.6;0.44;0.7633333333333333;0.82
0.58;0.42;0.7677777777777778;0.87
0.6;0.4;0.7533333333333333;0.81
0.58;0.42;0.7644444444444445;0.8
0.6;0.44;0.7577777777777778;0.8
0.58;0.42;0.7644444444444445;0.75
0.56;0.44;0.7722222222222223;0.71
0.54;0.42;0.7622222222222222;0.83
0.52;0.4;0.7522222222222222;0.76
0.54;0.42;0.7522222222222222;0.8
0.56;0.4;0.7311111111111112;0.77
0.54;0.38;0.7477777777777778;0.8
0.56;0.4;0.7133333333333334;0.73
0.58;0.42;0.7455555555555555;0.78
0.56;0.4;0.7411111111111112;0.72
0.54;0.42;0.7444444444444445;0.83
0.52;0.44;0.7311111111111112;0.78
0.54;0.46;0.7222222222222222;0.73
0.56;0.48;0.7077777777777777;0.82
0.54;0.46;0.6877777777777778;0.82
0.52;0.44;0.7;0.74
0.5;0.46;0.6811111111111111;0.71
0.48;0.44;0.6811111111111111;0.68
0.46;0.42;0.6633333333333333;0.68
0.48;0.44;0.6555555555555556;0.73
0.5;0.42;0.6344444444444445;0.7
0.48;0.44;0.6477777777777778;0.56
0.5;0.46;0.6355555555555555;0.57
0.48;0.44;0.6244444444444445;0.65
0.5;0.46;0.6177777777777778;0.73
0.48;0.48;0.6111111111111112;0.61
