strat1;strat6
0.7789;0.2211
0.7727;0.2273
0.7755;0.2245
0.7702;0.2298
0.7748;0.2252
0.7759;0.2241
0.7697;0.2303
0.7658;0.2342
0.7647;0.2353
0.7743;0.2257
0.7744;0.2256
0.763;0.237
0.7612;0.2388
0.7597;0.2403
0.7541;0.2459
0.7525;0.2475
0.7589;0.2411
0.7554;0.2446
0.7463;0.2537
0.7459;0.2541
0.7407;0.2593
0.7412;0.2588
0.7398;0.2602
0.7408;0.2592
0.7448;0.2552
0.7421;0.2579
0.7445;0.2555
0.7457;0.2543
0.7461;0.2539
0.7524;0.2476
0.7503;0.2497
0.7459;0.2541
0.7402;0.2598
0.7395;0.2605
0.7436;0.2564
0.7371;0.2629
0.7392;0.2608
0.7299;0.2701
0.7336;0.2664
0.733;0.267
0.7268;0.2732
0.7256;0.2744
0.7275;0.2725
0.7305;0.2695
0.7245;0.2755
0.7241;0.2759
0.7178;0.2822
0.7091;0.2909
0.7147;0.2853
0.7176;0.2824
0.713;0.287
0.7087;0.2913
0.7142;0.2858
0.7069;0.2931
0.7101;0.2899
0.7154;0.2846
0.7122;0.2878
0.7055;0.2945
0.7071;0.2929
0.7106;0.2894
0.7098;0.2902
0.7061;0.2939
0.7076;0.2924
0.7124;0.2876
0.7046;0.2954
0.7069;0.2931
0.712;0.288
0.7062;0.2938
0.7132;0.2868
0.7164;0.2836
0.7204;0.2796
0.7258;0.2742
0.7139;0.2861
0.7204;0.2796
0.7168;0.2832
0.7114;0.2886
0.7097;0.2903
0.7096;0.2904
0.7117;0.2883
0.7144;0.2856
0.7076;0.2924
0.71;0.29
0.7034;0.2966
0.699;0.301
0.7004;0.2996
0.6979;0.3021
0.7054;0.2946
0.7015;0.2985
0.7041;0.2959
0.7064;0.2936
0.7006;0.2994
0.7023;0.2977
0.6996;0.3004
0.6976;0.3024
0.703;0.297
0.6977;0.3023
0.6955;0.3045
0.6994;0.3006
0.6943;0.3057
0.6998;0.3002
0.6931;0.3069
0.6879;0.3121
0.6947;0.3053
0.6946;0.3054
0.6992;0.3008
0.6948;0.3052
0.6919;0.3081
0.6916;0.3084
0.694;0.306
0.6979;0.3021
0.6978;0.3022
0.7006;0.2994
0.6986;0.3014
0.6829;0.3171
0.6746;0.3254
0.6758;0.3242
0.6733;0.3267
0.6772;0.3228
0.6814;0.3186
0.682;0.318
0.6865;0.3135
0.6902;0.3098
0.6909;0.3091
0.6945;0.3055
0.6876;0.3124
0.6893;0.3107
0.6819;0.3181
0.6751;0.3249
0.6787;0.3213
0.6796;0.3204
0.6755;0.3245
0.6725;0.3275
0.6705;0.3295
0.6699;0.3301
0.6679;0.3321
0.6651;0.3349
0.6675;0.3325
0.6692;0.3308
0.6611;0.3389
0.6563;0.3437
0.6559;0.3441
0.6576;0.3424
0.6537;0.3463
0.6468;0.3532
0.6421;0.3579
0.6388;0.3612
0.6411;0.3589
0.6408;0.3592
0.6417;0.3583
0.6368;0.3632
0.6395;0.3605
0.631;0.369
0.6285;0.3715
0.6183;0.3817
0.6146;0.3854
0.6128;0.3872
0.6002;0.3998
0.604;0.396
0.5994;0.4006
0.61;0.39
0.6064;0.3936
0.6031;0.3969
0.608;0.392
0.6119;0.3881
0.6081;0.3919
0.6043;0.3957
0.6031;0.3969
0.5961;0.4039
0.5991;0.4009
0.5988;0.4012
0.5927;0.4073
0.5956;0.4044
0.6008;0.3992
0.5938;0.4062
0.5895;0.4105
0.5825;0.4175
0.582;0.418
0.5772;0.4228
0.5732;0.4268
0.5692;0.4308
0.574;0.426
0.5801;0.4199
0.5734;0.4266
0.5684;0.4316
0.5712;0.4288
0.5664;0.4336
0.5604;0.4396
0.5602;0.4398
0.5633;0.4367
0.5585;0.4415
0.55;0.45
0.5394;0.4606
0.5428;0.4572
0.5454;0.4546
0.5425;0.4575
0.5379;0.4621
0.5349;0.4651
0.5273;0.4727
0.5186;0.4814
0.5293;0.4707
0.5221;0.4779
0.5214;0.4786
0.5243;0.4757
0.5246;0.4754
0.5186;0.4814
0.5159;0.4841
0.5113;0.4887
0.5122;0.4878
0.4961;0.5039
0.4906;0.5094
0.4959;0.5041
0.4953;0.5047
0.5045;0.4955
0.5112;0.4888
0.5127;0.4873
0.4998;0.5002
0.5049;0.4951
0.503;0.497
0.5083;0.4917
0.5045;0.4955
0.5067;0.4933
0.5085;0.4915
0.5063;0.4937
0.5006;0.4994
0.5009;0.4991
0.4993;0.5007
0.4963;0.5037
0.4952;0.5048
0.4936;0.5064
0.4976;0.5024
0.4984;0.5016
0.4845;0.5155
0.4868;0.5132
0.4859;0.5141
0.4816;0.5184
0.4853;0.5147
0.4876;0.5124
0.485;0.515
0.4869;0.5131
0.4901;0.5099
0.4888;0.5112
0.4858;0.5142
0.4851;0.5149
0.477;0.523
0.4746;0.5254
0.4738;0.5262
0.4722;0.5278
0.4711;0.5289
0.4657;0.5343
0.4555;0.5445
0.4612;0.5388
0.4558;0.5442
0.4528;0.5472
0.4499;0.5501
0.4426;0.5574
0.4364;0.5636
0.4372;0.5628
0.4277;0.5723
0.4188;0.5812
0.4143;0.5857
0.4135;0.5865
0.4125;0.5875
0.4104;0.5896
0.4027;0.5973
0.4041;0.5959
0.4103;0.5897
0.41;0.59
0.4111;0.5889
0.4057;0.5943
0.4118;0.5882
0.4057;0.5943
0.4014;0.5986
0.4037;0.5963
0.3891;0.6109
0.3774;0.6226
0.3717;0.6283
0.3699;0.6301
0.3701;0.6299
0.3683;0.6317
0.3643;0.6357
0.3607;0.6393
0.369;0.631
0.3727;0.6273
0.3733;0.6267
0.3744;0.6256
0.3759;0.6241
0.3788;0.6212
0.3848;0.6152
0.382;0.618
0.3655;0.6345
0.3582;0.6418
0.3504;0.6496
0.3501;0.6499
0.349;0.651
0.3534;0.6466
0.3465;0.6535
0.3452;0.6548
0.3389;0.6611
0.3419;0.6581
0.3368;0.6632
0.3389;0.6611
0.3388;0.6612
0.3454;0.6546
0.3384;0.6616
0.3371;0.6629
0.3395;0.6605
0.3383;0.6617
0.3303;0.6697
0.3257;0.6743
0.3297;0.6703
0.3305;0.6695
0.3323;0.6677
0.3311;0.6689
0.3342;0.6658
0.3285;0.6715
0.3273;0.6727
0.3284;0.6716
0.3322;0.6678
0.3269;0.6731
0.3256;0.6744
0.3195;0.6805
0.3197;0.6803
0.3236;0.6764
0.3297;0.6703
0.3269;0.6731
0.3212;0.6788
0.3023;0.6977
0.2866;0.7134
0.2847;0.7153
0.2787;0.7213
0.2719;0.7281
0.2655;0.7345
0.2567;0.7433
0.2566;0.7434
0.2585;0.7415
0.2633;0.7367
0.2662;0.7338
0.266;0.734
0.2646;0.7354
0.2545;0.7455
0.258;0.742
0.2561;0.7439
0.2561;0.7439
0.2547;0.7453
0.2546;0.7454
0.2466;0.7534
0.2456;0.7544
0.2505;0.7495
0.2533;0.7467
0.2571;0.7429
0.2558;0.7442
0.2587;0.7413
0.2574;0.7426
0.2587;0.7413
0.2636;0.7364
0.2599;0.7401
0.257;0.743
0.2509;0.7491
0.2586;0.7414
0.2616;0.7384
0.2601;0.7399
0.255;0.745
0.2537;0.7463
0.2526;0.7474
0.2506;0.7494
0.2492;0.7508
0.2476;0.7524
0.2507;0.7493
0.2478;0.7522
0.2473;0.7527
0.2507;0.7493
0.2616;0.7384
0.2594;0.7406
0.2611;0.7389
0.2535;0.7465
0.2501;0.7499
0.2477;0.7523
0.2445;0.7555
0.2441;0.7559
0.2446;0.7554
0.2463;0.7537
0.2449;0.7551
0.2478;0.7522
0.2464;0.7536
0.2418;0.7582
0.2378;0.7622
0.2395;0.7605
0.2322;0.7678
0.2229;0.7771
0.2259;0.7741
0.2312;0.7688
0.2261;0.7739
0.2266;0.7734
0.2316;0.7684
0.2295;0.7705
0.2236;0.7764
0.2221;0.7779
0.2168;0.7832
0.2106;0.7894
0.2091;0.7909
0.2161;0.7839
0.2172;0.7828
0.2122;0.7878
0.2158;0.7842
0.2187;0.7813
0.224;0.776
0.2211;0.7789
0.2159;0.7841
0.2159;0.7841
0.2097;0.7903
0.2104;0.7896
0.2063;0.7937
0.2103;0.7897
0.2137;0.7863
0.2158;0.7842
0.2075;0.7925
0.2083;0.7917
0.2093;0.7907
0.2059;0.7941
0.1995;0.8005
0.1983;0.8017
0.1966;0.8034
0.1958;0.8042
0.1929;0.8071
0.1923;0.8077
0.1922;0.8078
0.1867;0.8133
0.1831;0.8169
0.184;0.816
0.1804;0.8196
0.1791;0.8209
0.1766;0.8234
0.1765;0.8235
0.1786;0.8214
0.1789;0.8211
0.1776;0.8224
0.1781;0.8219
0.1738;0.8262
0.1695;0.8305
0.1687;0.8313
0.1731;0.8269
0.167;0.833
0.1699;0.8301
0.169;0.831
0.1698;0.8302
0.1625;0.8375
0.1608;0.8392
0.1614;0.8386
0.1622;0.8378
0.1605;0.8395
0.1554;0.8446
0.1526;0.8474
0.1569;0.8431
0.1533;0.8467
0.1544;0.8456
0.1549;0.8451
0.1506;0.8494
0.1455;0.8545
0.1413;0.8587
0.1362;0.8638
0.1344;0.8656
0.1309;0.8691
0.1314;0.8686
0.1311;0.8689
0.1356;0.8644
0.1328;0.8672
0.1328;0.8672
0.13;0.87
0.132;0.868
0.1237;0.8763
0.1303;0.8697
0.1332;0.8668
0.1289;0.8711
0.1351;0.8649
0.1381;0.8619
0.1402;0.8598
0.1305;0.8695
0.1299;0.8701
0.1277;0.8723
0.128;0.872
0.1265;0.8735
0.1255;0.8745
0.1233;0.8767
0.1262;0.8738
0.1267;0.8733
0.1236;0.8764
0.1212;0.8788
0.1253;0.8747
0.1229;0.8771
0.1191;0.8809
0.1163;0.8837
0.1121;0.8879
0.1115;0.8885
0.1092;0.8908
0.1088;0.8912
0.1102;0.8898
0.1068;0.8932
0.1087;0.8913
0.1116;0.8884
0.1093;0.8907
0.1149;0.8851
0.112;0.888
0.1166;0.8834
0.1163;0.8837
0.115;0.885
0.116;0.884
0.1177;0.8823
0.1139;0.8861
0.1126;0.8874
0.1098;0.8902
0.1047;0.8953
0.1066;0.8934
0.1007;0.8993
0.0985;0.9015
0.0996;0.9004
0.1003;0.8997
0.0988;0.9012
0.0982;0.9018
0.0921;0.9079
0.0899;0.9101
0.0892;0.9108
0.0868;0.9132
0.0865;0.9135
0.0879;0.9121
0.0859;0.9141
0.0847;0.9153
0.0866;0.9134
0.0808;0.9192
0.0807;0.9193
0.0721;0.9279
0.0671;0.9329
0.0635;0.9365
0.0619;0.9381
0.0632;0.9368
0.0604;0.9396
0.0644;0.9356
0.0602;0.9398
0.0573;0.9427
0.0547;0.9453
0.0537;0.9463
0.0553;0.9447
0.0561;0.9439
0.0577;0.9423
0.0562;0.9438
0.0567;0.9433
0.056;0.944
0.058;0.942
0.0569;0.9431
0.0587;0.9413
0.0562;0.9438
0.0555;0.9445
0.058;0.942
0.0608;0.9392
0.0635;0.9365
0.0671;0.9329
0.0679;0.9321
0.0671;0.9329
0.0679;0.9321
0.0663;0.9337
0.0647;0.9353
0.062;0.938
0.0637;0.9363
0.0647;0.9353
0.062;0.938
0.058;0.942
0.0562;0.9438
0.0541;0.9459
0.054;0.946
0.054;0.946
0.0519;0.9481
0.0472;0.9528
0.048;0.952
0.0495;0.9505
0.0467;0.9533
0.0484;0.9516
0.0476;0.9524
0.0512;0.9488
0.0461;0.9539
0.0485;0.9515
0.0497;0.9503
0.0497;0.9503
0.0493;0.9507
0.0485;0.9515
0.0485;0.9515
0.0475;0.9525
0.0438;0.9562
0.0441;0.9559
0.045;0.955
0.0498;0.9502
0.0507;0.9493
0.0481;0.9519
0.0477;0.9523
0.0476;0.9524
0.0467;0.9533
0.0457;0.9543
0.0435;0.9565
0.0442;0.9558
0.0461;0.9539
0.0453;0.9547
0.0439;0.9561
0.0472;0.9528
0.0482;0.9518
0.046;0.954
0.0453;0.9547
0.0428;0.9572
0.042;0.958
0.0438;0.9562
0.0418;0.9582
0.0408;0.9592
0.0418;0.9582
0.0404;0.9596
0.0393;0.9607
0.0379;0.9621
0.036;0.964
0.0351;0.9649
0.0352;0.9648
0.0325;0.9675
0.0289;0.9711
0.0295;0.9705
0.0286;0.9714
0.0271;0.9729
0.0279;0.9721
0.0292;0.9708
0.0307;0.9693
0.0312;0.9688
0.0312;0.9688
0.0301;0.9699
0.0299;0.9701
0.0316;0.9684
0.0336;0.9664
0.0331;0.9669
0.0338;0.9662
0.0312;0.9688
0.0293;0.9707
0.0289;0.9711
0.0285;0.9715
0.0281;0.9719
0.0258;0.9742
0.0267;0.9733
0.0269;0.9731
0.0267;0.9733
0.0263;0.9737
0.0274;0.9726
0.0258;0.9742
0.0241;0.9759
0.0233;0.9767
0.0252;0.9748
0.0241;0.9759
0.0269;0.9731
0.0272;0.9728
0.0283;0.9717
0.0249;0.9751
0.0241;0.9759
0.022;0.978
0.0221;0.9779
0.0213;0.9787
0.0239;0.9761
0.0234;0.9766
0.025;0.975
0.0239;0.9761
0.025;0.975
0.0252;0.9748
0.0277;0.9723
0.0272;0.9728
0.0266;0.9734
0.0244;0.9756
0.0224;0.9776
0.0244;0.9756
0.0234;0.9766
0.0211;0.9789
0.0208;0.9792
0.0225;0.9775
0.0225;0.9775
0.0203;0.9797
0.0192;0.9808
0.0214;0.9786
0.0237;0.9763
0.022;0.978
0.0259;0.9741
0.0299;0.9701
0.0305;0.9695
0.0314;0.9686
0.0313;0.9687
0.0292;0.9708
0.0281;0.9719
0.0257;0.9743
0.026;0.974
0.022;0.978
0.0218;0.9782
0.0209;0.9791
0.0223;0.9777
0.0228;0.9772
0.0236;0.9764
0.0246;0.9754
0.0254;0.9746
0.0247;0.9753
0.0238;0.9762
0.0222;0.9778
0.0218;0.9782
0.0213;0.9787
0.0216;0.9784
0.0198;0.9802
0.0204;0.9796
0.0199;0.9801
0.0215;0.9785
0.0206;0.9794
0.0175;0.9825
0.0158;0.9842
0.0147;0.9853
0.0165;0.9835
0.0172;0.9828
0.015;0.985
0.0125;0.9875
0.013;0.987
0.0143;0.9857
0.0144;0.9856
0.0151;0.9849
0.0149;0.9851
0.0145;0.9855
0.0137;0.9863
0.0137;0.9863
0.0141;0.9859
0.0135;0.9865
0.0144;0.9856
0.0127;0.9873
0.0128;0.9872
0.0117;0.9883
0.0128;0.9872
0.0132;0.9868
0.0139;0.9861
0.0152;0.9848
0.0161;0.9839
0.0131;0.9869
0.0128;0.9872
0.014;0.986
0.0121;0.9879
0.0149;0.9851
0.0127;0.9873
0.0113;0.9887
0.0098;0.9902
0.0093;0.9907
0.0078;0.9922
0.0078;0.9922
0.007;0.993
0.0067;0.9933
0.0072;0.9928
0.007;0.993
0.0064;0.9936
0.0059;0.9941
0.0064;0.9936
0.0073;0.9927
0.0072;0.9928
0.0082;0.9918
0.0081;0.9919
0.0076;0.9924
0.0058;0.9942
0.0051;0.9949
0.0038;0.9962
0.0034;0.9966
0.0027;0.9973
0.0029;0.9971
0.0027;0.9973
0.0029;0.9971
0.0022;0.9978
0.0018;0.9982
0.0011;0.9989
0.0011;0.9989
0.0011;0.9989
0.0012;0.9988
0.001;0.999
0.001;0.999
0.0015;0.9985
0.0021;0.9979
0.0017;0.9983
0.0017;0.9983
0.0017;0.9983
0.0014;0.9986
0.0008;0.9992
0.0007;0.9993
0.001;0.999
0.0009;0.9991
0.0006;0.9994
0.0005;0.9995
0.0004;0.9996
0.0004;0.9996
0.0003;0.9997
0.0005;0.9995
0.0007;0.9993
0.0009;0.9991
0.0007;0.9993
0.0003;0.9997
0.0001;0.9999
0.0001;0.9999
0.0002;0.9998
0.0002;0.9998
0.0002;0.9998
0.0004;0.9996
0.0003;0.9997
0.0003;0.9997
0.0005;0.9995
0.0004;0.9996
0.0005;0.9995
0.0003;0.9997
0.0004;0.9996
0.0004;0.9996
0.0004;0.9996
0.0005;0.9995
0.0004;0.9996
0.0007;0.9993
0.0006;0.9994
0.0007;0.9993
0.0011;0.9989
0.0016;0.9984
0.0009;0.9991
0.0014;0.9986
0.001;0.999
0.0009;0.9991
0.001;0.999
0.0007;0.9993
0.0008;0.9992
0.0006;0.9994
0.0008;0.9992
0.0013;0.9987
0.0013;0.9987
0.0014;0.9986
0.0017;0.9983
0.0014;0.9986
0.0013;0.9987
0.0014;0.9986
0.0015;0.9985
0.0018;0.9982
0.0021;0.9979
0.0018;0.9982
0.0016;0.9984
0.0015;0.9985
0.0012;0.9988
0.0014;0.9986
0.001;0.999
0.0013;0.9987
0.0014;0.9986
0.0017;0.9983
0.0016;0.9984
0.0014;0.9986
0.0015;0.9985
0.0016;0.9984
0.0013;0.9987
0.0009;0.9991
0.0006;0.9994
0.0005;0.9995
0.0003;0.9997
0.0004;0.9996
0.0002;0.9998
0.0005;0.9995
0.0006;0.9994
0.0006;0.9994
0.0005;0.9995
0.0004;0.9996
0.0004;0.9996
0.0002;0.9998
0.0005;0.9995
0.0003;0.9997
0.0005;0.9995
0.0004;0.9996
0.0004;0.9996
0.0004;0.9996
0.0001;0.9999
0.0002;0.9998
0.0001;0.9999
0.0002;0.9998
0.0004;0.9996
0.0004;0.9996
0.0005;0.9995
0.0008;0.9992
0.0009;0.9991
0.001;0.999
0.0008;0.9992
0.001;0.999
0.0008;0.9992
0.0005;0.9995
0.0005;0.9995
0.0005;0.9995
0.0003;0.9997
0.0003;0.9997
0.0001;0.9999
0.0002;0.9998
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;1.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
