pA;pB;strat1;strat6
0.46;0.5;0.31;0.35888888888888887
0.48;0.52;0.37;0.3277777777777778
0.5;0.5;0.44;0.35333333333333333
0.52;0.48;0.42;0.3466666666666667
0.5;0.5;0.49;0.3611111111111111
0.52;0.48;0.44;0.3711111111111111
0.5;0.46;0.45;0.37444444444444447
0.48;0.48;0.49;0.3811111111111111
0.46;0.46;0.53;0.34555555555555556
0.48;0.44;0.5;0.3388888888888889
0.46;0.46;0.46;0.33666666666666667
0.48;0.48;0.49;0.36444444444444446
0.5;0.5;0.47;0.35777777777777775
0.52;0.48;0.55;0.40555555555555556
0.54;0.46;0.52;0.4588888888888889
0.56;0.48;0.56;0.44666666666666666
0.58;0.46;0.55;0.4811111111111111
0.6;0.44;0.58;0.52
0.58;0.46;0.54;0.5422222222222223
0.56;0.48;0.56;0.5266666666666666
0.54;0.5;0.58;0.5233333333333333
0.56;0.48;0.53;0.5255555555555556
0.58;0.46;0.61;0.53
0.56;0.48;0.58;0.5177777777777778
0.54;0.46;0.61;0.5133333333333333
0.52;0.48;0.62;0.49444444444444446
0.5;0.5;0.64;0.5011111111111111
0.48;0.48;0.59;0.5188888888888888
0.5;0.46;0.57;0.5355555555555556
0.52;0.44;0.57;0.5722222222222222
0.54;0.42;0.68;0.5955555555555555
0.52;0.44;0.63;0.6244444444444445
0.5;0.46;0.67;0.6133333333333333
0.48;0.44;0.62;0.6211111111111111
0.46;0.42;0.67;0.6344444444444445
0.48;0.44;0.62;0.6266666666666667
0.46;0.42;0.6;0.6355555555555555
0.48;0.44;0.59;0.6088888888888889
0.46;0.46;0.6;0.5777777777777777
0.48;0.48;0.66;0.5733333333333334
0.5;0.46;0.52;0.6211111111111111
0.52;0.44;0.53;0.6155555555555555
0.5;0.42;0.57;0.6333333333333333
0.48;0.4;0.63;0.63
0.5;0.42;0.59;0.6544444444444445
0.48;0.4;0.59;0.6655555555555556
0.5;0.42;0.58;0.6333333333333333
0.52;0.44;0.61;0.6122222222222222
0.54;0.42;0.65;0.6055555555555555
0.56;0.44;0.62;0.6366666666666667
0.54;0.46;0.61;0.6677777777777778
0.52;0.44;0.62;0.6622222222222223
0.54;0.42;0.63;0.6588888888888889
0.56;0.4;0.59;0.68
0.54;0.38;0.63;0.6722222222222223
0.52;0.36;0.65;0.6455555555555555
0.54;0.38;0.68;0.6511111111111111
0.52;0.4;0.73;0.6366666666666667
0.54;0.42;0.7;0.6522222222222223
0.52;0.44;0.63;0.6633333333333333
0.5;0.46;0.71;0.6655555555555556
0.52;0.48;0.61;0.7055555555555556
0.54;0.5;0.64;0.7288888888888889
0.52;0.52;0.63;0.7111111111111111
0.54;0.54;0.61;0.7188888888888889
0.52;0.56;0.6;0.7233333333333334
0.54;0.58;0.59;0.6977777777777778
0.56;0.56;0.56;0.72
0.54;0.58;0.57;0.7266666666666667
0.56;0.6;0.58;0.72
0.58;0.62;0.63;0.7122222222222222
0.6;0.6;0.59;0.6977777777777778
0.62;0.58;0.59;0.6733333333333333
0.64;0.56;0.59;0.6711111111111111
0.62;0.54;0.59;0.6344444444444445
0.64;0.52;0.58;0.6177777777777778
0.62;0.5;0.62;0.6511111111111111
0.6;0.48;0.6;0.6511111111111111
0.62;0.5;0.58;0.6511111111111111
0.6;0.48;0.61;0.6422222222222222
0.58;0.46;0.6;0.6722222222222223
0.56;0.44;0.66;0.6811111111111111
0.54;0.42;0.65;0.7166666666666667
0.52;0.44;0.61;0.7
0.54;0.46;0.62;0.6788888888888889
0.52;0.44;0.57;0.6577777777777778
0.54;0.46;0.61;0.6644444444444444
0.52;0.48;0.6;0.6666666666666666
0.5;0.46;0.67;0.6533333333333333
0.48;0.48;0.57;0.6466666666666666
0.46;0.5;0.58;0.6511111111111111
0.44;0.52;0.58;0.6266666666666667
0.46;0.54;0.55;0.6111111111111112
0.44;0.56;0.54;0.5755555555555556
0.46;0.54;0.49;0.5288888888888889
0.48;0.56;0.5;0.5388888888888889
0.5;0.54;0.45;0.5544444444444444
0.52;0.52;0.48;0.5055555555555555
0.54;0.54;0.47;0.47
0.56;0.52;0.44;0.47
0.54;0.5;0.47;0.5233333333333333
0.56;0.52;0.46;0.5155555555555555
0.58;0.5;0.49;0.5144444444444445
0.56;0.52;0.49;0.4922222222222222
0.58;0.54;0.51;0.45555555555555555
0.6;0.52;0.54;0.45222222222222225
0.62;0.5;0.54;0.44555555555555554
0.64;0.48;0.51;0.41
0.62;0.46;0.53;0.43666666666666665
0.64;0.48;0.55;0.44555555555555554
0.66;0.5;0.54;0.4766666666666667
0.64;0.52;0.64;0.4666666666666667
0.62;0.54;0.63;0.48
0.64;0.52;0.66;0.5155555555555555
0.62;0.54;0.66;0.5633333333333334
0.6;0.56;0.64;0.5633333333333334
0.58;0.58;0.64;0.5388888888888889
0.56;0.6;0.62;0.5611111111111111
0.58;0.58;0.61;0.51
0.56;0.6;0.57;0.5344444444444445
0.54;0.62;0.58;0.5466666666666666
0.52;0.6;0.56;0.5388888888888889
0.54;0.62;0.57;0.5422222222222223
0.52;0.6;0.53;0.5066666666666667
0.54;0.58;0.55;0.5222222222222223
0.56;0.56;0.55;0.5544444444444444
0.54;0.54;0.53;0.5333333333333333
0.56;0.56;0.56;0.5233333333333333
0.54;0.54;0.54;0.5266666666666666
0.56;0.56;0.6;0.5533333333333333
0.54;0.54;0.56;0.5622222222222222
0.52;0.52;0.56;0.5866666666666667
0.54;0.5;0.56;0.5822222222222222
0.52;0.52;0.54;0.5611111111111111
0.5;0.54;0.55;0.5588888888888889
0.52;0.52;0.55;0.5633333333333334
0.5;0.54;0.57;0.5777777777777777
0.52;0.52;0.57;0.6
0.5;0.5;0.56;0.6055555555555555
0.48;0.48;0.53;0.6088888888888889
0.5;0.5;0.56;0.5944444444444444
0.52;0.52;0.52;0.5833333333333334
0.5;0.5;0.57;0.5877777777777777
0.48;0.48;0.59;0.5788888888888889
0.46;0.46;0.5;0.5866666666666667
0.48;0.44;0.5;0.5766666666666667
0.5;0.46;0.54;0.6
0.52;0.48;0.48;0.59
0.5;0.5;0.61;0.5577777777777778
0.52;0.48;0.53;0.55
0.5;0.5;0.55;0.5977777777777777
0.52;0.52;0.58;0.6077777777777778
0.5;0.5;0.61;0.61
0.48;0.48;0.6;0.6122222222222222
0.5;0.46;0.58;0.6
0.52;0.48;0.57;0.5888888888888889
0.5;0.5;0.57;0.6088888888888889
0.48;0.48;0.63;0.6155555555555555
0.5;0.5;0.65;0.6255555555555555
0.52;0.48;0.54;0.6311111111111111
0.54;0.46;0.59;0.6333333333333333
0.56;0.44;0.61;0.6366666666666667
0.58;0.42;0.64;0.6455555555555555
0.56;0.44;0.69;0.6322222222222222
